"V1" "V2"
"1" 2.71004371360188 742453
"2" 2.06107481986696 316495
"3" 2.6553966314112 549897
"4" 2.28187190591279 803348
"5" 2.44834815811538 581909
"6" 2.63070867836904 277045
"7" 2.15066232283917 765519
"8" 2.59460340174676 355475
"9" 1.95342307457362 132943
"10" 1.85814064895729 853374
"11" 2.90247506009566 127702
"12" 2.80379240992803 74106
"13" 2.58315628826571 796548
"14" 2.57012104819837 525172
"15" 2.32017628932892 937528
"16" 2.6226325172828 369090
"17" 3.55556757510096 786941
"18" 2.66931444599558 713131
"19" 3.70421217590239 717476
"20" 2.11182644791246 861923
"21" 3.71363661665618 267013
"22" 3.01671018148675 26592
"23" 2.62168503935336 563396
"24" 2.63963683867368 228134
"25" 1.91382984131177 771936
"26" 2.75581093938539 30752
"27" 2.35920407345955 84841
"28" 3.1978849760354 440382
"29" 2.21300408316343 442695
"30" 2.28839628875734 210255
"31" 2.41862162751586 862288
"32" 1.8516891323815 355508
"33" 3.29724880092045 48844
"34" 5.44278410157506 83920
"35" 2.30780416533034 549911
"36" 3.0945226716272 261836
"37" 2.2181417158895 101625
"38" 2.31245422554333 178683
"39" 2.50298011810824 163718
"40" 2.85362664143763 777216
"41" 2.29328263164894 363924
"42" 3.14807178751751 821514
"43" 2.39362894153506 858192
"44" 3.45315777488673 383096
"45" 3.4669882812615 110036
"46" 2.64257857208683 125254
"47" 2.78135531992942 185637
"48" 2.71354983383579 797145
"49" 2.42021134581788 50046
"50" 2.9563978380976 782084
"51" 2.17199769988406 245856
"52" 2.78894355496624 16977
"53" 2.69980815700163 865534
"54" 3.20932166357592 911043
"55" 3.03723696913223 897723
"56" 3.76540607705243 631780
"57" 2.2966893725831 781130
"58" 3.97341794859829 771351
"59" 3.43778812790076 386678
"60" 2.92413834088916 227765
"61" 3.6978587912188 62241
"62" 2.6219244059089 506128
"63" 2.26814172820674 349770
"64" 2.23076520481975 437326
"65" 1.86289727782067 533902
"66" 2.1491557925803 732838
"67" 2.29216769981111 487988
"68" 3.02049635682565 400643
"69" 2.34022469388105 816383
"70" 2.03746928826321 660854
"71" 2.73614108277032 694958
"72" 2.04502403888192 419572
"73" 2.34765796446982 501260
"74" 2.96933652266871 728844
"75" 3.51294086777625 494317
"76" 3.07764588975867 506890
"77" 3.01632601970133 218249
"78" 1.64208513738561 764422
"79" 2.49467466666008 194344
"80" 2.36107328336877 650570
"81" 3.77435549150958 737068
"82" 2.25280643480023 576275
"83" 2.33954036418133 973221
"84" 3.11503609181599 661140
"85" 2.62369442906532 142255
"86" 4.01574794726132 791565
"87" 3.18457404584635 449093
"88" 4.79036935026137 425003
"89" 3.01253397999613 925543
"90" 2.10801900346958 661013
"91" 3.81347796609327 3094
"92" 2.71946055089427 536080
"93" 2.07989900515247 350726
"94" 2.8728359644237 240639
"95" 4.00419023470136 921229
"96" 3.01864358234862 136367
"97" 3.40255795987027 819419
"98" 2.11498245726325 684705
"99" 3.0705157947134 960761
"100" 2.14178843590977 62805
"101" 2.66439429975518 991642
"102" 2.49333919554262 327623
"103" 4.07474967295688 546803
"104" 2.31633181983965 621673
"105" 1.52491676066718 647802
"106" 3.47842931373889 126508
"107" 2.25713337683298 234867
"108" 2.85844781769846 60191
"109" 2.17739858525412 608094
"110" 3.86082303109313 297419
"111" 2.8444272025143 713626
"112" 3.02985782570407 138462
"113" 2.49358909490365 206350
"114" 2.43026847009307 123037
"115" 3.07569941576454 487542
"116" 4.23521946141593 751593
"117" 4.18647890729464 180559
"118" 3.22046743544676 310529
"119" 3.31319292501593 66244
"120" 2.6083223609837 231252
"121" 2.07646493286396 775754
"122" 2.40960083614117 901312
"123" 3.82717576600209 441481
"124" 1.89938029553047 488695
"125" 2.66699096100395 561225
"126" 3.45426765451616 938191
"127" 1.81382744650837 530482
"128" 2.23705335759628 842662
"129" 4.52007400976808 125170
"130" 2.57097047955494 275232
"131" 2.56912814741333 630467
"132" 2.10694269160667 730132
"133" 2.03966718542669 100733
"134" 2.34800619549913 657925
"135" 2.95104558391539 622987
"136" 3.64101648602768 131835
"137" 2.00496401704077 13362
"138" 2.03131633316652 794471
"139" 2.55834308537902 349462
"140" 2.45561489583444 975646
"141" 2.16275942678543 886344
"142" 2.4710151027142 809472
"143" 2.10454093081918 225391
"144" 2.82834798237766 639897
"145" 2.38264758560848 534305
"146" 2.13141801205537 24962
"147" 2.60905589697924 553804
"148" 2.20603309269687 603071
"149" 4.19414166054928 537299
"150" 2.05771484622569 469685
"151" 2.76080815734846 13592
"152" 3.3102406158527 536252
"153" 2.6144883692882 96164
"154" 3.2350715817575 184232
"155" 3.48578622022889 295060
"156" 2.90479177633846 549215
"157" 2.22070340855859 657617
"158" 3.49376563830482 731131
"159" 2.36970935810515 215889
"160" 2.98120974311714 932173
"161" 2.48467116660734 530597
"162" 3.55430235791966 274153
"163" 4.01918605566278 27744
"164" 1.93173754567122 839885
"165" 3.44202274265846 219704
"166" 2.91700557027435 749385
"167" 3.37120304891907 63981
"168" 2.8891477752038 288859
"169" 2.2968797332636 285504
"170" 3.53386150152769 420143
"171" 3.0442069818223 598760
"172" 2.08657023693552 570863
"173" 2.87164871971998 288796
"174" 2.31845433995474 896897
"175" 3.61039434800985 666154
"176" 2.0649147481678 451612
"177" 2.80203629662545 618179
"178" 2.07383311978097 850000
"179" 3.24578281923027 980593
"180" 3.30518320316484 641055
"181" 2.53814382930627 986766
"182" 2.60278963105309 60455
"183" 2.77640366094619 324036
"184" 2.03636856692752 362484
"185" 2.22094881793286 134112
"186" 2.59712606262151 297359
"187" 3.08993389441204 548168
"188" 2.10568057627656 752912
"189" 2.0872152792941 111786
"190" 3.17535286664121 111913
"191" 2.19069907040043 647249
"192" 2.26936825026655 703876
"193" 3.46858546259843 205662
"194" 3.40820960647888 703093
"195" 2.16187132419018 75248
"196" 2.79941805884785 696919
"197" 2.89507750452645 365640
"198" 5.68325549385177 733073
"199" 1.89904100735137 487782
"200" 2.79981654417183 435698
"201" 2.93841816823108 358170
"202" 2.98292347752587 298430
"203" 1.805510793892 803566
"204" 3.08901573124431 851648
"205" 2.7200821739367 424422
"206" 2.0221121521934 587090
"207" 2.68991985813556 50532
"208" 3.54997088326691 712069
"209" 2.45159781688664 325612
"210" 2.90917639287626 905643
"211" 2.09692607106692 545752
"212" 2.45547486644945 891993
"213" 3.02734464717264 179646
"214" 3.09025347994196 896172
"215" 2.87688305556376 676821
"216" 2.53969299357322 204870
"217" 2.2576911314802 846958
"218" 2.12383815196263 485210
"219" 2.36299898367973 53850
"220" 4.02047134318536 864242
"221" 2.45243505068861 231620
"222" 3.36065193311326 231293
"223" 2.53593979697994 388703
"224" 2.30994634718923 515008
"225" 2.42077438838759 102380
"226" 2.84296094915167 391595
"227" 2.5778447246939 53147
"228" 2.66772506503199 179285
"229" 2.56808346737098 821352
"230" 3.46830499245959 247067
"231" 2.26031241433009 855706
"232" 2.7947719977086 291312
"233" 3.33418801567463 955070
"234" 2.40144165318219 521822
"235" 3.12673224589701 757561
"236" 2.76499810034861 61109
"237" 3.82716004331811 809516
"238" 1.94089816218142 325405
"239" 2.08240525484268 820647
"240" 2.94732448839956 435939
"241" 2.15257005916817 267652
"242" 2.31419301596259 222416
"243" 2.72109603712578 496830
"244" 2.83931808241592 449291
"245" 2.99880544622264 883406
"246" 2.57145530571346 744546
"247" 2.78724522439152 479477
"248" 2.46914727631418 767276
"249" 3.73430329476202 149106
"250" 3.80801718836579 880873
"251" 1.7390784138276 427620
"252" 2.83653836657953 314734
"253" 2.4216741541902 262880
"254" 3.32057903362864 358938
"255" 2.47459782602249 129721
"256" 2.18761619054021 748631
"257" 2.46284277212775 157261
"258" 2.52229549030822 858420
"259" 2.8767540889714 605781
"260" 4.61036708456656 304043
"261" 2.70119693145159 173650
"262" 2.24350830880973 573789
"263" 3.11464585419865 868826
"264" 2.60965886753446 215429
"265" 2.10455166364658 505000
"266" 2.68355417295255 277427
"267" 2.82372219070503 919096
"268" 2.37538624357807 489609
"269" 2.61500636598058 296605
"270" 2.90036899300788 620059
"271" 3.82202778418748 498123
"272" 3.80963801418387 965785
"273" 2.67906040097581 921371
"274" 2.60101638792626 450055
"275" 2.36352404620222 274767
"276" 2.75039955724425 427911
"277" 2.65170711537581 890472
"278" 2.86395668895482 565863
"279" 1.99425693667624 888477
"280" 2.71881095334281 373688
"281" 2.56719445985358 505091
"282" 2.58666906574025 989908
"283" 2.59475515852996 884019
"284" 3.10633147672113 262900
"285" 2.33367811014727 767104
"286" 4.7419125439665 405191
"287" 2.38042349251004 551056
"288" 2.5883841977042 20361
"289" 2.50249421475597 963890
"290" 2.91329895143232 775841
"291" 4.35133354410163 278387
"292" 2.01657218237377 351927
"293" 2.4369710224139 262665
"294" 2.86710321668607 713914
"295" 2.58579163014559 415147
"296" 2.77346189519631 120465
"297" 2.28244257762332 281849
"298" 3.41162339573409 699313
"299" 2.58037662930686 730438
"300" 2.16626359950701 209891
"301" 2.89635612160125 1531
"302" 2.27081484008869 558305
"303" 3.65793041000858 226620
"304" 2.32304418168966 496671
"305" 2.64481233977361 256081
"306" 2.55956591402223 871306
"307" 2.56676365989221 313333
"308" 2.80095709556141 126895
"309" 2.62140376548065 585530
"310" 2.69093819226723 999208
"311" 2.96022804253542 683901
"312" 1.85538879143146 966799
"313" 2.6930434566706 881934
"314" 2.71323348675552 484455
"315" 3.35665034328608 924055
"316" 3.55507017749309 64136
"317" 2.36402788923832 879258
"318" 4.08425041631473 741954
"319" 3.14696630701706 868696
"320" 2.16484289071999 522888
"321" 3.71693283268616 965424
"322" 2.74496970344117 210456
"323" 2.74915494184869 302171
"324" 3.19854662863414 678913
"325" 2.25703588937393 695203
"326" 2.98655382786358 553379
"327" 1.78124520232117 786784
"328" 2.43180243569847 412044
"329" 2.81532075339868 412922
"330" 3.44357960245307 296406
"331" 2.81605349206935 636884
"332" 2.9063623305713 810048
"333" 3.82495477962503 158632
"334" 2.54188268758626 736740
"335" 4.03724389843601 299163
"336" 3.64859741325 209541
"337" 1.80874723480246 196775
"338" 2.57556566905641 247910
"339" 2.39424772927936 89221
"340" 1.81585750622523 576516
"341" 2.36019293011045 759923
"342" 2.52457859843198 389537
"343" 2.80229291610214 211156
"344" 3.4247861885455 415546
"345" 3.48552526885334 895259
"346" 2.93733542701617 515854
"347" 2.41256914482335 109363
"348" 3.4929744348519 184002
"349" 3.48652822071573 537717
"350" 3.11671809770995 823371
"351" 2.71468053915612 965558
"352" 3.99606814810636 845579
"353" 3.12844368653235 176642
"354" 3.2307754745423 104378
"355" 3.08649437015169 848686
"356" 1.98847279919502 31343
"357" 2.6466797056753 522005
"358" 2.40437613542389 984241
"359" 2.63292179871304 172619
"360" 3.18792091401055 682473
"361" 3.3901581871462 648308
"362" 2.67142595473831 988304
"363" 3.34763785884606 244570
"364" 2.44796530898213 811761
"365" 2.6966289369187 611160
"366" 2.4767712666494 584273
"367" 3.82341713911063 467606
"368" 2.62894864713389 234224
"369" 2.66404226318953 850977
"370" 3.38795861481452 568885
"371" 3.92914187010963 472950
"372" 2.28705236720971 724973
"373" 5.24899399242874 272427
"374" 3.2356522024104 547782
"375" 4.78493331985961 92742
"376" 3.50533960723762 409828
"377" 2.50728202279586 569606
"378" 2.54211379534649 59865
"379" 2.41099991890151 750225
"380" 2.78795631934396 172331
"381" 3.61263527407773 652216
"382" 2.6402088110686 305265
"383" 3.25589226238342 557045
"384" 3.59496583287133 628432
"385" 2.29578197958867 987478
"386" 2.51612216246208 963397
"387" 1.9456238881942 234913
"388" 3.2881023470222 839677
"389" 3.42477592898451 883863
"390" 2.3363916387584 137621
"391" 3.18359525131805 481975
"392" 4.3291506357146 54666
"393" 2.83625254681046 119670
"394" 2.83297156297632 207573
"395" 1.89917821806906 696916
"396" 3.45068084164677 493918
"397" 4.08611726838562 978157
"398" 3.97020234130828 889901
"399" 2.88091808936072 219373
"400" 2.12139392763498 428999
"401" 2.14339795084992 735520
"402" 3.08125750442874 359419
"403" 3.39929331672398 655093
"404" 3.14693051889963 248768
"405" 3.31169415462003 175003
"406" 3.31789882819293 757303
"407" 3.52036962813832 235033
"408" 2.3370731836275 281660
"409" 3.21870568248782 75307
"410" 4.12759004795859 172067
"411" 2.93889361573547 435688
"412" 3.96847903252259 722355
"413" 3.04652963596622 284759
"414" 2.70417432572661 667389
"415" 2.71803121570214 223758
"416" 4.65324841696058 53026
"417" 2.20229403162545 729385
"418" 1.59600297739257 371056
"419" 2.37129081227891 935030
"420" 2.90880325313262 432909
"421" 2.54761471598615 20898
"422" 1.81711974337302 918897
"423" 3.37781882942684 104780
"424" 2.50761572476125 713522
"425" 2.56409654202884 483192
"426" 3.18543975399553 387651
"427" 2.81132288028616 782250
"428" 2.41759905075241 820523
"429" 3.29711876730928 603450
"430" 3.14477045371223 45198
"431" 3.03894738255181 563875
"432" 2.86094268131161 694114
"433" 1.84242868950203 5838
"434" 2.65939852302336 200760
"435" 1.80054158979667 118714
"436" 3.69888956404323 227238
"437" 3.75205007727143 505112
"438" 2.5595761060742 843896
"439" 2.13271680979418 167325
"440" 2.77327355862691 541579
"441" 3.80572104459449 161976
"442" 3.60585900202476 334785
"443" 2.53705304697437 624812
"444" 2.72310858104378 825865
"445" 2.34278629390594 904496
"446" 2.44649920586526 956550
"447" 2.77414838376 217956
"448" 2.83158761453148 302552
"449" 2.28818484229903 112944
"450" 2.83815896891181 463057
"451" 4.7455351054047 385645
"452" 2.6068333725738 195471
"453" 2.01924129581241 985448
"454" 3.36745152450084 428035
"455" 3.42776051025995 906443
"456" 2.36492781893699 225628
"457" 2.30665802719297 51288
"458" 3.19810575016675 130796
"459" 2.62108391599952 449997
"460" 1.8646934528431 634284
"461" 2.56079857076219 165048
"462" 3.88852645917842 512968
"463" 3.72439500728056 744321
