Genotype,Population,Pedigree,Tester,Plotcode,LOC,IncBlockNo.,Rep,DMY,DMC,PH,DtTAS,DtSILK,NBPL
CFD08-343,CFD08,F353 x F98902,UH007,342,TUM,B35,R7,199.4,33.6,315,80,83,84
CFD09-315,CFD09,F353 x Mo17,UH007,343,TUM,B35,R7,200.6,29.5,340,88,86,88
CFD10-087,CFD10,F353 x UH250,UH007,344,TUM,B35,R7,174.6,32.2,325,83,86,61
CFD09-325,CFD09,F353 x Mo17,UH007,345,TUM,B35,R7,234.8,27.7,345,90,92,83
CFD03-335,CFD03,F353 x D06,UH007,346,TUM,B35,R7,206.5,34.8,320,83,83,84
CFD08-370,CFD08,F353 x F98902,UH007,347,TUM,B35,R7,223,36.9,340,83,83,84
CFD03-307,CFD03,F353 x D06,UH007,348,TUM,B35,R7,204.4,36,310,77,77,89
CFD08-346,CFD08,F353 x F98902,UH007,349,TUM,B35,R7,197.7,33.2,320,86,90,80
CFD06-018,CFD06,F353 x F252,UH007,350,TUM,B35,R7,198.1,37.7,340,77,86,89
CFD10-149,CFD10,F353 x UH250,UH007,351,TUM,B36,R7,181.1,32.6,310,83,86,86
CFD08-344,CFD08,F353 x F98902,UH007,352,TUM,B36,R7,198.3,35.2,310,86,86,82
CFD07-099,CFD07,F353 x F618,UH007,353,TUM,B36,R7,206.4,30.7,315,86,92,90
CFD10-045,CFD10,F353 x UH250,UH007,354,TUM,B36,R7,213.3,34.1,330,80,83,76
CFD03-079,CFD03,F353 x D06,UH007,355,TUM,B36,R7,169.7,30.3,310,83,83,70
CFD07-318,CFD07,F353 x F618,UH007,356,TUM,B36,R7,218.7,32.7,330,86,86,78
CFD05-040,CFD05,F353 x EC169,UH007,357,TUM,B36,R7,226.8,32.6,335,83,86,79
CFD05-022,CFD05,F353 x EC169,UH007,358,TUM,B36,R7,215.1,33.5,320,86,83,85
CFD02-306,CFD02,F353 x B73,UH007,359,TUM,B36,R7,209.5,34.6,330,86,86,85
CFD07-078,CFD07,F353 x F618,UH007,360,TUM,B36,R7,222.9,31.9,320,83,90,79
CFD03-308,CFD03,F353 x D06,UH007,361,TUM,B37,R7,185.3,33.9,310,77,80,87
CFD05-306,CFD05,F353 x EC169,UH007,362,TUM,B37,R7,224.8,37.6,330,83,83,78
F353,F353,F353,UH007,363,TUM,B37,R7,227.4,36.1,320,83,83,87
CFD07-120,CFD07,F353 x F618,UH007,364,TUM,B37,R7,197.7,29.8,335,86,86,82
CFD03-044,CFD03,F353 x D06,UH007,365,TUM,B37,R7,189.4,33.1,325,80,83,82
CFD07-108,CFD07,F353 x F618,UH007,366,TUM,B37,R7,206.2,34.3,315,83,80,81
CFD11-329,CFD11,F353 x UH304,UH007,367,TUM,B37,R7,239.9,35.8,315,83,83,85
CFD07-017,CFD07,F353 x F618,UH007,368,TUM,B37,R7,203.8,31.2,320,86,90,83
EC169,EC169,EC169,UH007,369,TUM,B37,R7,196.7,39.6,315,83,86,90
CFD12-316,CFD12,F353 x W117,UH007,370,TUM,B37,R7,212.1,37,290,80,83,80
CFD07-302,CFD07,F353 x F618,UH007,371,TUM,B38,R7,221.4,33.1,340,86,83,84
CFD08-302,CFD08,F353 x F98902,UH007,372,TUM,B38,R7,199.9,34.4,315,83,83,86
CFD06-082,CFD06,F353 x F252,UH007,373,TUM,B38,R7,197.1,36.8,320,80,83,74
CFD11-068,CFD11,F353 x UH304,UH007,374,TUM,B38,R7,199.4,31.6,325,83,83,74
CFD03-052,CFD03,F353 x D06,UH007,375,TUM,B38,R7,184.2,37,330,83,83,79
CFD04-104,CFD04,F353 x D09,UH007,376,TUM,B38,R7,219.1,34.3,320,83,86,86
CFD03-305,CFD03,F353 x D06,UH007,377,TUM,B38,R7,165.5,31.1,310,80,83,84
CFD06-338,CFD06,F353 x F252,UH007,378,TUM,B38,R7,209,37.4,320,83,83,79
CFD09-103,CFD09,F353 x Mo17,UH007,379,TUM,B38,R7,212.3,29.3,330,90,94,80
CFD02-100,CFD02,F353 x B73,UH007,380,TUM,B38,R7,199.3,30.5,330,90,86,81
CFD06-084,CFD06,F353 x F252,UH007,381,TUM,B39,R7,191,38.2,320,83,86,79
CFD03-302,CFD03,F353 x D06,UH007,382,TUM,B39,R7,213.2,38,315,80,83,86
F353,F353,F353,UH007,383,TUM,B39,R7,222.2,35.2,315,83,86,86
CFD12-085,CFD12,F353 x W117,UH007,384,TUM,B39,R7,192.1,36.7,310,80,83,77
CFD02-095,CFD02,F353 x B73,UH007,385,TUM,B39,R7,199.5,29.1,315,90,90,85
CFD04-107,CFD04,F353 x D09,UH007,386,TUM,B39,R7,172.1,29.9,290,86,86,79
CFD02-048,CFD02,F353 x B73,UH007,387,TUM,B39,R7,224.3,31.3,315,88,86,85
CFD04-310,CFD04,F353 x D09,UH007,388,TUM,B39,R7,183.8,30.8,315,83,86,86
CFD07-116,CFD07,F353 x F618,UH007,389,TUM,B39,R7,213.5,30.8,320,88,90,86
CFD04-339,CFD04,F353 x D09,UH007,390,TUM,B39,R7,199.7,33.6,305,80,83,84
CFD07-312,CFD07,F353 x F618,UH007,391,TUM,B40,R7,237.6,33.2,330,86,86,72
A287,NA,NA,UH007,392,TUM,B40,R7,197.7,32.7,325,90,90,79
CFD12-099,CFD12,F353 x W117,UH007,393,TUM,B40,R7,172.6,31.2,270,83,86,81
CFD03-318,CFD03,F353 x D06,UH007,394,TUM,B40,R7,206.4,35.8,315,86,88,85
CFD10-133,CFD10,F353 x UH250,UH007,395,TUM,B40,R7,195.5,34.3,350,88,86,78
A287,NA,NA,UH007,396,TUM,B40,R7,211.5,30.8,310,86,90,84
CFD07-117,CFD07,F353 x F618,UH007,397,TUM,B40,R7,202.3,33.4,330,88,90,80
CFD11-006,CFD11,F353 x UH304,UH007,398,TUM,B40,R7,211.9,33.4,320,86,86,85
CFD03-055,CFD03,F353 x D06,UH007,399,TUM,B40,R7,247.6,36.3,325,88,90,85
CFD06-024,CFD06,F353 x F252,UH007,400,TUM,B40,R7,182.2,40.8,315,86,86,85
CFD05-320,CFD05,F353 x EC169,UH007,401,TUM,B41,R7,229.5,39.8,325,83,80,83
CFD05-058,CFD05,F353 x EC169,UH007,402,TUM,B41,R7,226.8,42.8,315,83,83,74
CFD11-351,CFD11,F353 x UH304,UH007,403,TUM,B41,R7,209.8,38.7,330,80,80,69
CFD10-015,CFD10,F353 x UH250,UH007,404,TUM,B41,R7,205.7,37.4,315,83,80,79
CFD07-015,CFD07,F353 x F618,UH007,405,TUM,B41,R7,249.6,39.9,325,86,83,81
CFD11-060,CFD11,F353 x UH304,UH007,406,TUM,B41,R7,195.5,34.7,325,83,83,78
CFD09-339,CFD09,F353 x Mo17,UH007,407,TUM,B41,R7,201.4,32.6,325,86,92,84
CFD11-058,CFD11,F353 x UH304,UH007,408,TUM,B41,R7,217.8,41,300,83,80,72
CFD10-034,CFD10,F353 x UH250,UH007,409,TUM,B41,R7,252.7,36.8,310,83,86,87
CFD12-037,CFD12,F353 x W117,UH007,410,TUM,B41,R7,176.6,41.4,260,77,83,77
CFD12-317,CFD12,F353 x W117,UH007,411,TUM,B42,R7,177.1,35.5,290,83,92,79
CFD05-019,CFD05,F353 x EC169,UH007,412,TUM,B42,R7,207.5,38.9,295,77,80,80
CFD12-051,CFD12,F353 x W117,UH007,413,TUM,B42,R7,200.6,37.3,305,77,80,88
CFD04-054,CFD04,F353 x D09,UH007,414,TUM,B42,R7,202.6,40.7,310,77,80,79
CFD05-041,CFD05,F353 x EC169,UH007,415,TUM,B42,R7,202.1,36.9,315,83,86,75
CFD12-091,CFD12,F353 x W117,UH007,416,TUM,B42,R7,210.8,36,315,77,77,84
CFD12-064,CFD12,F353 x W117,UH007,417,TUM,B42,R7,188.7,33.3,300,80,83,81
UH304,UH304,UH304,UH007,418,TUM,B42,R7,230.7,38.3,370,77,80,80
CFD06-033,CFD06,F353 x F252,UH007,419,TUM,B42,R7,170.7,39.9,295,77,80,78
CFD06-310,CFD06,F353 x F252,UH007,420,TUM,B42,R7,228.8,41.6,330,77,80,78
CFD11-010,CFD11,F353 x UH304,UH007,421,TUM,B43,R7,210.8,35.8,330,86,83,81
CFD06-303,CFD06,F353 x F252,UH007,422,TUM,B43,R7,193.2,41.3,290,77,77,78
CFD11-319,CFD11,F353 x UH304,UH007,423,TUM,B43,R7,227.1,34.7,325,80,83,83
CFD10-092,CFD10,F353 x UH250,UH007,424,TUM,B43,R7,198.8,36,330,83,83,76
CFD06-035,CFD06,F353 x F252,UH007,425,TUM,B43,R7,209,40.2,335,80,80,79
CFD04-318,CFD04,F353 x D09,UH007,426,TUM,B43,R7,161,35.6,300,77,77,52
CFD09-077,CFD09,F353 x Mo17,UH007,427,TUM,B43,R7,220.4,35.3,340,86,86,76
CFD11-330,CFD11,F353 x UH304,UH007,428,TUM,B43,R7,207.2,35.8,315,83,83,75
CFD11-332,CFD11,F353 x UH304,UH007,429,TUM,B43,R7,204.5,37.4,330,86,86,73
CFD06-077,CFD06,F353 x F252,UH007,430,TUM,B43,R7,173.3,39.9,290,77,83,80
CFD12-320,CFD12,F353 x W117,UH007,431,TUM,B44,R7,194,36,295,77,86,74
CFD08-320,CFD08,F353 x F98902,UH007,432,TUM,B44,R7,198.3,33.8,315,86,86,75
CFD06-301,CFD06,F353 x F252,UH007,433,TUM,B44,R7,204.5,37.4,310,83,83,78
CFD12-310,CFD12,F353 x W117,UH007,434,TUM,B44,R7,202.2,35.2,290,77,83,76
CFD08-326,CFD08,F353 x F98902,UH007,435,TUM,B44,R7,201.7,33.3,330,83,86,73
CFD06-051,CFD06,F353 x F252,UH007,436,TUM,B44,R7,208.8,41.3,315,83,83,75
CFD07-095,CFD07,F353 x F618,UH007,437,TUM,B44,R7,199.1,31,315,86,86,80
CFD03-056,CFD03,F353 x D06,UH007,438,TUM,B44,R7,218.7,38.3,325,80,83,81
CFD05-070,CFD05,F353 x EC169,UH007,439,TUM,B44,R7,187.2,40.4,315,80,83,78
CFD03-060,CFD03,F353 x D06,UH007,440,TUM,B44,R7,208.3,35.5,335,83,83,83
CFD12-326,CFD12,F353 x W117,UH007,441,TUM,B45,R7,206.7,35.3,300,83,86,82
CFD06-076,CFD06,F353 x F252,UH007,442,TUM,B45,R7,183,38.3,300,80,80,80
CFD11-021,CFD11,F353 x UH304,UH007,443,TUM,B45,R7,204.8,37.7,320,83,86,79
CFD04-330,CFD04,F353 x D09,UH007,444,TUM,B45,R7,207.1,37.8,305,83,83,81
CFD04-331,CFD04,F353 x D09,UH007,445,TUM,B45,R7,221.3,37.5,310,80,83,85
CFD11-046,CFD11,F353 x UH304,UH007,446,TUM,B45,R7,162.2,31.4,310,86,90,79
CFD08-332,CFD08,F353 x F98902,UH007,447,TUM,B45,R7,204.9,35.8,325,83,83,75
CFD07-110,CFD07,F353 x F618,UH007,448,TUM,B45,R7,232.1,36.2,335,86,86,73
CFD07-126,CFD07,F353 x F618,UH007,449,TUM,B45,R7,208.4,33.2,330,86,86,80
CFD03-017,CFD03,F353 x D06,UH007,450,TUM,B45,R7,197.5,40.3,320,83,83,78
CFD06-312,CFD06,F353 x F252,UH007,451,TUM,B46,R7,210.2,35.3,310,83,83,73
CFD12-303,CFD12,F353 x W117,UH007,452,TUM,B46,R7,188.1,36.4,305,80,83,69
CFD04-101,CFD04,F353 x D09,UH007,453,TUM,B46,R7,212.9,37.8,310,77,77,81
CFD12-049,CFD12,F353 x W117,UH007,454,TUM,B46,R7,183.3,36.9,290,80,88,70
CFD09-105,CFD09,F353 x Mo17,UH007,455,TUM,B46,R7,158.5,27.8,320,86,92,81
CFD02-069,CFD02,F353 x B73,UH007,456,TUM,B46,R7,229.4,34.3,320,88,90,77
CFD12-065,CFD12,F353 x W117,UH007,457,TUM,B46,R7,193.6,36.6,305,80,83,74
CFD07-329,CFD07,F353 x F618,UH007,458,TUM,B46,R7,208.8,29,315,86,92,79
CFD04-349,CFD04,F353 x D09,UH007,459,TUM,B46,R7,210.4,34.3,320,83,86,73
CFD05-045,CFD05,F353 x EC169,UH007,460,TUM,B46,R7,225.2,39.5,320,83,83,76
CFD04-003,CFD04,F353 x D09,UH007,461,TUM,B47,R7,226.9,37.6,315,80,83,80
CFD08-035,CFD08,F353 x F98902,UH007,462,TUM,B47,R7,201,33.5,330,86,86,79
CFD12-301,CFD12,F353 x W117,UH007,463,TUM,B47,R7,204.9,33.9,300,83,86,81
CFD03-306,CFD03,F353 x D06,UH007,464,TUM,B47,R7,204.5,33.9,335,83,83,78
CFD07-306,CFD07,F353 x F618,UH007,465,TUM,B47,R7,246.6,34.3,345,86,86,82
CFD08-330,CFD08,F353 x F98902,UH007,466,TUM,B47,R7,176.1,33.3,310,86,90,81
CFD09-320,CFD09,F353 x Mo17,UH007,467,TUM,B47,R7,195.1,30.7,310,88,90,75
CFD06-064,CFD06,F353 x F252,UH007,468,TUM,B47,R7,177.2,43.1,290,80,80,76
CFD04-108,CFD04,F353 x D09,UH007,469,TUM,B47,R7,224.8,35.5,335,86,86,83
CFD04-344,CFD04,F353 x D09,UH007,470,TUM,B47,R7,198.6,32.8,330,86,86,83
CFD12-329,CFD12,F353 x W117,UH007,471,TUM,B48,R7,216.1,32.8,310,83,86,73
CFD04-004,CFD04,F353 x D09,UH007,472,TUM,B48,R7,178.5,34.4,325,83,80,72
CFD11-005,CFD11,F353 x UH304,UH007,473,TUM,B48,R7,229.8,35,330,86,86,77
CFD03-327,CFD03,F353 x D06,UH007,474,TUM,B48,R7,190.9,34.5,310,83,86,78
CFD08-338,CFD08,F353 x F98902,UH007,475,TUM,B48,R7,201.4,33.2,320,86,86,85
CFD05-317,CFD05,F353 x EC169,UH007,476,TUM,B48,R7,206.1,37.7,305,83,86,80
CFD06-304,CFD06,F353 x F252,UH007,477,TUM,B48,R7,206.8,36.5,330,83,86,82
EC169,EC169,EC169,UH007,478,TUM,B48,R7,190.6,38.3,310,83,83,73
CFD05-016,CFD05,F353 x EC169,UH007,479,TUM,B48,R7,190.7,35.1,340,83,86,74
CFD03-047,CFD03,F353 x D06,UH007,480,TUM,B48,R7,205.5,35.7,320,80,83,75
CFD11-313,CFD11,F353 x UH304,UH007,481,TUM,B49,R7,211.5,37.7,315,83,83,78
CFD03-341,CFD03,F353 x D06,UH007,482,TUM,B49,R7,182.6,37.7,315,86,86,73
CFD10-129,CFD10,F353 x UH250,UH007,483,TUM,B49,R7,185.9,35.9,310,83,86,70
CFD08-325,CFD08,F353 x F98902,UH007,484,TUM,B49,R7,235.8,38.3,320,86,86,80
CFD07-115,CFD07,F353 x F618,UH007,485,TUM,B49,R7,188.8,29.6,325,86,86,71
CFD08-352,CFD08,F353 x F98902,UH007,486,TUM,B49,R7,176,28.8,320,90,92,78
CFD11-339,CFD11,F353 x UH304,UH007,487,TUM,B49,R7,163.3,31,305,90,92,81
CFD07-002,CFD07,F353 x F618,UH007,488,TUM,B49,R7,199.7,42.6,310,86,86,83
CFD03-057,CFD03,F353 x D06,UH007,489,TUM,B49,R7,200.7,34.6,320,86,86,75
CFD06-326,CFD06,F353 x F252,UH007,490,TUM,B49,R7,179.3,38.7,300,80,83,77
CFD08-351,CFD08,F353 x F98902,UH007,491,TUM,B50,R7,200.9,34.7,320,90,92,78
CFD06-025,CFD06,F353 x F252,UH007,492,TUM,B50,R7,193.9,40.2,310,83,83,79
CFD09-310,CFD09,F353 x Mo17,UH007,493,TUM,B50,R7,220.7,33,340,88,88,82
CFD07-121,CFD07,F353 x F618,UH007,494,TUM,B50,R7,215.4,33.6,330,88,90,81
CFD06-083,CFD06,F353 x F252,UH007,495,TUM,B50,R7,173.5,38,300,83,86,85
CFD04-088,CFD04,F353 x D09,UH007,496,TUM,B50,R7,215.5,37.8,310,83,83,75
CFD10-097,CFD10,F353 x UH250,UH007,497,TUM,B50,R7,240,34.5,315,90,86,80
CFD10-021,CFD10,F353 x UH250,UH007,498,TUM,B50,R7,188.2,34.7,310,86,86,84
CFD08-355,CFD08,F353 x F98902,UH007,499,TUM,B50,R7,235.7,35,315,86,86,78
CFD05-035,CFD05,F353 x EC169,UH007,500,TUM,B50,R7,181.3,40,310,86,86,76
CFD04-002,CFD04,F353 x D09,UH007,501,TUM,B51,R7,201.3,40,285,80,83,83
CFD12-322,CFD12,F353 x W117,UH007,502,TUM,B51,R7,208.1,39.6,285,77,77,79
A287,NA,NA,UH007,503,TUM,B51,R7,248.5,36.6,325,86,86,75
CFD06-003,CFD06,F353 x F252,UH007,504,TUM,B51,R7,198.5,40.5,300,80,83,78
CFD12-083,CFD12,F353 x W117,UH007,505,TUM,B51,R7,200.1,39.4,290,80,83,63
B73,B73,B73,UH007,506,TUM,B51,R7,234.7,32.4,315,88,86,65
CFD10-130,CFD10,F353 x UH250,UH007,507,TUM,B51,R7,234.1,38.3,315,83,83,83
CFD09-080,CFD09,F353 x Mo17,UH007,508,TUM,B51,R7,168.7,35.4,280,80,86,86
CFD02-105,CFD02,F353 x B73,UH007,509,TUM,B51,R7,183,32.8,300,86,86,73
CFD07-077,CFD07,F353 x F618,UH007,510,TUM,B51,R7,241.8,34.6,305,86,83,84
W117,W117,W117,UH007,511,TUM,B52,R7,187,33.2,285,80,83,78
CFD08-357,CFD08,F353 x F98902,UH007,512,TUM,B52,R7,172.6,31.5,315,86,86,77
CFD04-305,CFD04,F353 x D09,UH007,513,TUM,B52,R7,181.8,35.5,295,77,80,81
CFD06-072,CFD06,F353 x F252,UH007,514,TUM,B52,R7,209.1,41,325,77,77,80
CFD10-318,CFD10,F353 x UH250,UH007,515,TUM,B52,R7,226.7,35.8,320,80,83,75
CFD03-072,CFD03,F353 x D06,UH007,516,TUM,B52,R7,201.3,38.8,300,80,83,73
CFD07-325,CFD07,F353 x F618,UH007,517,TUM,B52,R7,202,31.4,325,86,92,71
CFD07-308,CFD07,F353 x F618,UH007,518,TUM,B52,R7,240.1,43.3,330,86,86,82
CFD10-145,CFD10,F353 x UH250,UH007,519,TUM,B52,R7,171.5,38.4,290,77,77,83
CFD03-041,CFD03,F353 x D06,UH007,520,TUM,B52,R7,216.9,39.2,315,86,83,76
CFD11-338,CFD11,F353 x UH304,UH007,521,TUM,B53,R7,206.9,34.3,335,86,86,73
CFD06-022,CFD06,F353 x F252,UH007,522,TUM,B53,R7,190.9,43.5,310,77,77,78
CFD08-323,CFD08,F353 x F98902,UH007,523,TUM,B53,R7,204.8,34,330,86,86,80
CFD03-071,CFD03,F353 x D06,UH007,524,TUM,B53,R7,197.9,36.8,290,77,83,81
CFD03-333,CFD03,F353 x D06,UH007,525,TUM,B53,R7,194.4,38.7,320,83,83,82
CFD11-325,CFD11,F353 x UH304,UH007,526,TUM,B53,R7,172.9,36.7,290,86,86,73
CFD08-341,CFD08,F353 x F98902,UH007,527,TUM,B53,R7,217.9,34.9,325,86,86,70
CFD03-006,CFD03,F353 x D06,UH007,528,TUM,B53,R7,174.1,32.1,320,86,86,62
CFD07-090,CFD07,F353 x F618,UH007,529,TUM,B53,R7,217.2,35.8,315,86,86,72
A287,NA,NA,UH007,530,TUM,B53,R7,203.9,31,320,88,90,77
CFD12-342,CFD12,F353 x W117,UH007,531,TUM,B54,R7,224,39.6,290,83,83,77
CFD04-082,CFD04,F353 x D09,UH007,532,TUM,B54,R7,178.2,32.6,310,83,86,79
CFD05-316,CFD05,F353 x EC169,UH007,533,TUM,B54,R7,250.8,36.4,305,86,86,65
CFD02-097,CFD02,F353 x B73,UH007,534,TUM,B54,R7,164.1,29.6,310,90,90,63
CFD06-070,CFD06,F353 x F252,UH007,535,TUM,B54,R7,236.6,38.3,320,86,86,78
CFD11-067,CFD11,F353 x UH304,UH007,536,TUM,B54,R7,226.1,36.8,305,86,86,81
CFD08-345,CFD08,F353 x F98902,UH007,537,TUM,B54,R7,189.4,34.1,295,83,83,77
CFD09-329,CFD09,F353 x Mo17,UH007,538,TUM,B54,R7,220.4,32.1,310,90,90,81
CFD03-313,CFD03,F353 x D06,UH007,539,TUM,B54,R7,204.2,38.6,310,80,83,65
CFD09-327,CFD09,F353 x Mo17,UH007,540,TUM,B54,R7,196.1,34,295,94,90,74
CFD10-050,CFD10,F353 x UH250,UH007,541,TUM,B55,R7,214.5,35.3,320,86,90,82
CFD10-063,CFD10,F353 x UH250,UH007,542,TUM,B55,R7,189.4,36.5,325,86,83,78
CFD02-072,CFD02,F353 x B73,UH007,543,TUM,B55,R7,216.2,31.8,335,86,88,79
CFD03-351,CFD03,F353 x D06,UH007,544,TUM,B55,R7,200.4,34.1,320,83,83,76
CFD02-073,CFD02,F353 x B73,UH007,545,TUM,B55,R7,234.6,34,330,86,86,77
CFD04-115,CFD04,F353 x D09,UH007,546,TUM,B55,R7,200.7,34.4,315,83,83,74
CFD11-341,CFD11,F353 x UH304,UH007,547,TUM,B55,R7,205.6,31.1,340,86,86,75
CFD06-069,CFD06,F353 x F252,UH007,548,TUM,B55,R7,172,38.5,300,77,80,78
CFD12-098,CFD12,F353 x W117,UH007,549,TUM,B55,R7,183.1,32.5,305,80,86,75
CFD11-059,CFD11,F353 x UH304,UH007,550,TUM,B55,R7,205.7,36.3,300,80,80,74
CFD02-301,CFD02,F353 x B73,UH007,551,TUM,B56,R7,232.1,34.3,310,86,86,73
CFD06-305,CFD06,F353 x F252,UH007,552,TUM,B56,R7,189.5,37,300,86,83,78
CFD04-076,CFD04,F353 x D09,UH007,553,TUM,B56,R7,179.6,33.2,305,83,90,79
CFD11-065,CFD11,F353 x UH304,UH007,554,TUM,B56,R7,195.6,33.4,320,86,86,74
CFD11-316,CFD11,F353 x UH304,UH007,555,TUM,B56,R7,184.7,34,320,86,86,77
CFD07-335,CFD07,F353 x F618,UH007,556,TUM,B56,R7,207.4,31.9,390,86,86,83
CFD05-062,CFD05,F353 x EC169,UH007,557,TUM,B56,R7,185.6,36.8,310,86,86,73
A287,NA,NA,UH007,558,TUM,B56,R7,203,32.4,305,90,90,76
CFD09-311,CFD09,F353 x Mo17,UH007,559,TUM,B56,R7,188.7,27.7,310,86,88,79
CFD05-037,CFD05,F353 x EC169,UH007,560,TUM,B56,R7,178,37,290,86,86,82
CFD04-325,CFD04,F353 x D09,UH007,561,TUM,B57,R7,204.2,35,310,83,86,85
CFD09-102,CFD09,F353 x Mo17,UH007,562,TUM,B57,R7,210.1,30.7,320,90,92,77
CFD02-047,CFD02,F353 x B73,UH007,563,TUM,B57,R7,212.7,34,340,86,88,78
CFD11-315,CFD11,F353 x UH304,UH007,564,TUM,B57,R7,202.7,35.5,305,86,86,72
CFD05-036,CFD05,F353 x EC169,UH007,565,TUM,B57,R7,218.7,37,310,83,86,80
CFD02-061,CFD02,F353 x B73,UH007,566,TUM,B57,R7,246.2,32.3,335,88,86,84
CFD02-090,CFD02,F353 x B73,UH007,567,TUM,B57,R7,228.6,31.6,340,86,86,82
CFD07-047,CFD07,F353 x F618,UH007,568,TUM,B57,R7,204.2,28.8,345,86,90,83
CFD10-007,CFD10,F353 x UH250,UH007,569,TUM,B57,R7,178,32.5,315,80,86,76
CFD06-002,CFD06,F353 x F252,UH007,570,TUM,B57,R7,202.4,34.3,325,80,83,85
CFD02-092,CFD02,F353 x B73,UH007,571,TUM,B58,R7,225,33.8,320,86,86,74
CFD11-312,CFD11,F353 x UH304,UH007,572,TUM,B58,R7,201.2,35.1,330,86,86,73
CFD03-315,CFD03,F353 x D06,UH007,573,TUM,B58,R7,229.2,37.5,345,86,86,79
CFD10-117,CFD10,F353 x UH250,UH007,574,TUM,B58,R7,215.2,36.2,350,80,83,78
CFD10-147,CFD10,F353 x UH250,UH007,575,TUM,B58,R7,218.8,36.6,350,86,86,78
CFD11-342,CFD11,F353 x UH304,UH007,576,TUM,B58,R7,206.8,33.9,320,83,86,71
CFD06-013,CFD06,F353 x F252,UH007,577,TUM,B58,R7,214.9,39.8,320,83,86,74
CFD12-304,CFD12,F353 x W117,UH007,578,TUM,B58,R7,160.3,36.8,290,83,83,56
CFD04-098,CFD04,F353 x D09,UH007,579,TUM,B58,R7,213,37.3,310,83,83,79
CFD08-309,CFD08,F353 x F98902,UH007,580,TUM,B58,R7,200.8,35.5,315,83,86,83
CFD05-026,CFD05,F353 x EC169,UH007,581,TUM,B59,R7,170.4,35.1,305,86,90,89
CFD06-321,CFD06,F353 x F252,UH007,582,TUM,B59,R7,202.5,43.3,305,83,83,85
CFD11-007,CFD11,F353 x UH304,UH007,583,TUM,B59,R7,220.7,38.5,305,86,86,74
CFD06-316,CFD06,F353 x F252,UH007,584,TUM,B59,R7,204.6,40.3,300,86,86,79
CFD10-125,CFD10,F353 x UH250,UH007,585,TUM,B59,R7,177.6,38.6,295,86,86,78
CFD11-322,CFD11,F353 x UH304,UH007,586,TUM,B59,R7,213.4,37.8,300,86,86,82
CFD09-307,CFD09,F353 x Mo17,UH007,587,TUM,B59,R7,220.3,34.6,330,86,86,84
CFD05-308,CFD05,F353 x EC169,UH007,588,TUM,B59,R7,199.7,41.6,305,88,90,89
CFD10-306,CFD10,F353 x UH250,UH007,589,TUM,B59,R7,170.6,36.9,305,86,86,84
CFD03-355,CFD03,F353 x D06,UH007,590,TUM,B59,R7,235.5,38.6,320,86,86,87
CFD10-326,CFD10,F353 x UH250,UH007,591,TUM,B60,R7,223.9,33.3,320,92,90,80
CFD06-313,CFD06,F353 x F252,UH007,592,TUM,B60,R7,168.1,38.9,310,83,83,81
CFD02-303,CFD02,F353 x B73,UH007,593,TUM,B60,R7,201,31.4,320,90,92,82
CFD10-331,CFD10,F353 x UH250,UH007,594,TUM,B60,R7,210.1,39.8,310,83,86,84
CFD11-333,CFD11,F353 x UH304,UH007,595,TUM,B60,R7,207.2,36,300,86,86,85
CFD02-075,CFD02,F353 x B73,UH007,596,TUM,B60,R7,206.2,36.1,305,86,90,89
CFD05-065,CFD05,F353 x EC169,UH007,597,TUM,B60,R7,220.2,37.6,320,86,86,85
CFD12-070,CFD12,F353 x W117,UH007,598,TUM,B60,R7,205.8,36.9,300,86,86,71
CFD08-311,CFD08,F353 x F98902,UH007,599,TUM,B60,R7,197,36.4,310,86,86,88
CFD03-003,CFD03,F353 x D06,UH007,600,TUM,B60,R7,196,40,330,86,86,85
CFD05-013,CFD05,F353 x EC169,UH007,601,TUM,B61,R8,198.8,43,320,83,83,77
CFD03-022,CFD03,F353 x D06,UH007,602,TUM,B61,R8,198.9,33.9,315,86,90,86
CFD03-043,CFD03,F353 x D06,UH007,603,TUM,B61,R8,180.7,35.5,305,83,86,80
CFD04-327,CFD04,F353 x D09,UH007,604,TUM,B61,R8,231.8,38.7,315,83,86,89
CFD06-059,CFD06,F353 x F252,UH007,605,TUM,B61,R8,223.3,39.4,310,86,83,83
CFD12-075,CFD12,F353 x W117,UH007,606,TUM,B61,R8,176.6,34.7,270,80,83,85
CFD07-074,CFD07,F353 x F618,UH007,607,TUM,B61,R8,220.1,31.2,310,86,88,79
CFD09-306,CFD09,F353 x Mo17,UH007,608,TUM,B61,R8,196.3,36.2,305,86,86,79
CFD12-034,CFD12,F353 x W117,UH007,609,TUM,B61,R8,187.4,38.5,280,80,80,68
CFD04-088,CFD04,F353 x D09,UH007,610,TUM,B61,R8,208.3,35.7,300,83,86,81
CFD10-099,CFD10,F353 x UH250,UH007,611,TUM,B62,R8,198.2,35.9,315,83,86,80
CFD11-303,CFD11,F353 x UH304,UH007,612,TUM,B62,R8,196.3,36.2,300,86,86,77
CFD08-320,CFD08,F353 x F98902,UH007,613,TUM,B62,R8,196.3,34.5,310,86,86,74
CFD06-058,CFD06,F353 x F252,UH007,614,TUM,B62,R8,225.1,36.7,305,83,86,84
CFD12-054,CFD12,F353 x W117,UH007,615,TUM,B62,R8,190.4,34.2,280,83,86,75
CFD12-064,CFD12,F353 x W117,UH007,616,TUM,B62,R8,205.1,33.8,295,83,86,74
