"V1" "V2"
"1" 2.30010745382635 705561
"2" 3.93545332003437 321350
"3" 3.01654296648206 134127
"4" 4.58411219195837 673359
"5" 2.62254007377117 324618
"6" 1.74718490716323 964974
"7" 4.5059750166692 502836
"8" 3.28653468497037 240802
"9" 2.97271026370574 311343
"10" 4.28296879445724 860569
"11" 2.63349931864076 953296
"12" 3.75716591661581 731710
"13" 2.82584116678036 112945
"14" 2.31936451849711 814603
"15" 2.83347709524186 875879
"16" 1.96411953923709 512194
"17" 2.34940895257022 735919
"18" 2.68456263811942 390990
"19" 3.87051278008432 235271
"20" 3.46977862298076 880444
"21" 4.42402083090094 191777
"22" 2.5687333194874 170430
"23" 3.18590455027307 425346
"24" 1.8896109345624 194612
"25" 4.52234053099927 702117
"26" 1.91679063293572 439120
"27" 2.170907090889 701220
"28" 2.85823662022029 39752
"29" 2.61165613549761 685978
"30" 2.32017117719991 502782
"31" 1.83879141214679 303743
"32" 1.64056625993714 122155
"33" 2.64830336743352 731413
"34" 2.50196970308774 215349
"35" 2.20242183435018 268403
"36" 2.8365376279256 15356
"37" 1.95149075426148 828154
"38" 2.21239866798771 80239
"39" 1.95677348406961 806814
"40" 2.12624756525253 873799
"41" 2.56554386396015 612884
"42" 2.40443403085233 886183
"43" 2.3080986350724 532911
"44" 3.67185964589784 929999
"45" 2.24660001414101 514111
"46" 3.24671881837448 376785
"47" 2.17752641430463 775969
"48" 3.13311454086577 420713
"49" 2.49316896373018 764728
"50" 3.14834005756506 624110
"51" 2.97723839494558 982782
"52" 2.66312790272965 625689
"53" 2.148909602284 550331
"54" 2.5072016809738 877995
"55" 2.30624423567273 719679
"56" 2.94771555578699 204882
"57" 2.14335273221332 878158
"58" 2.34016324063817 108916
"59" 3.00761448503858 812828
"60" 2.33335196529213 662581
"61" 2.11983818709287 612447
"62" 1.83971427583835 812574
"63" 2.80973130923537 305993
"64" 2.23180992247484 438139
"65" 1.71986411263838 300535
"66" 2.04579556994087 370005
"67" 2.43518673344157 359627
"68" 2.31952725192672 822896
"69" 2.15264838670535 80224
"70" 2.91006849971619 870412
"71" 3.55497605524735 549483
"72" 2.32645425478064 982996
"73" 3.04327783277528 789069
"74" 3.60831570950012 67624
"75" 4.19805789870924 505084
"76" 1.73039166153659 267489
"77" 2.21388524212976 316199
"78" 3.95071772502366 711910
"79" 2.4036250764663 364768
"80" 2.56338443864163 19580
"81" 1.97273225916087 262592
"82" 2.74605668443531 71975
"83" 3.29050611590483 841115
"84" 2.16343225724635 580625
"85" 2.72702687244699 558886
"86" 3.33102119205708 381224
"87" 3.84695613406347 188730
"88" 2.80676079439249 752423
"89" 2.3650573743355 198900
"90" 2.39649609974504 93898
"91" 2.22040417813322 303893
"92" 2.62714173844208 570120
"93" 3.02089740560106 374507
"94" 2.17983632860662 713967
"95" 2.97279336720423 764900
"96" 4.24870834149303 984389
"97" 3.01959742959427 917219
"98" 1.94766723046469 75186
"99" 3.30223638165441 597602
"100" 2.18754774397638 564489
"101" 2.48448942451327 418653
"102" 3.71505312840288 646243
"103" 2.34561284527957 643194
"104" 2.63491627616314 988656
"105" 2.64276720723778 209235
"106" 3.94701216636133 329473
"107" 2.86997254750355 191454
"108" 1.97671281279884 169709
"109" 1.57343497055379 495462
"110" 2.17827857999502 150680
"111" 2.2303188173561 865787
"112" 2.29884497012962 956301
"113" 2.33819743839797 61618
"114" 3.15712028808949 375830
"115" 2.56079229751903 664347
"116" 3.98314907684145 480480
"117" 3.12210930511006 397522
"118" 2.62044597378006 79422
"119" 3.58214594320061 54185
"120" 3.25282014388262 938586
"121" 2.47159560586524 185901
"122" 3.10938192154363 873456
"123" 2.77453286627988 202587
"124" 2.03177853347324 283384
"125" 2.29093148029016 54148
"126" 2.65452678226634 134636
"127" 3.34209942367952 841791
"128" 1.80419272764903 654497
"129" 4.53135650098242 94813
"130" 2.19672119467283 451812
"131" 3.26239510690653 649143
"132" 1.72220408326428 16001
"133" 2.40413215308534 656869
"134" 4.14902200910947 872539
"135" 2.73111402575493 89524
"136" 2.16710862102265 681582
"137" 2.00499504309834 151162
"138" 3.09558325164502 81971
"139" 2.56194704033844 724660
"140" 2.3879638136114 3512
"141" 2.02257328084068 563436
"142" 2.96100019548094 124811
"143" 5.58127985969112 959747
"144" 2.42340939954881 44140
"145" 2.64801300207314 812107
"146" 2.12286799543552 175721
"147" 3.1604403178209 769406
"148" 2.68520156236392 446293
"149" 1.42124772244253 642918
"150" 1.94556012847685 826179
"151" 2.84428597400745 414399
"152" 2.63105984062997 433779
"153" 1.94305961233046 888951
"154" 2.18839295092792 210083
"155" 2.00600075183391 518895
"156" 3.28698186424246 514634
"157" 4.13173369629642 512589
"158" 3.01511111390895 793559
"159" 3.43741596771362 7310
"160" 3.06004424375331 63198
"161" 3.22410327309498 979603
